feed_onestop_id,feed_url,operator_country,operator_state,operator_metro,operator_name,operator_onestop_id
f-srb-autolineemugellovaldisieve,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/954f2767-b803-4a41-baaa-37ccc8beb163/download/amvbus.gtfs,IT,IT-52,Mugello Valdisieve,Autolinee Mugello Valdisieve,o-srb-autolineemugellovaldisieve
f-gc-airporthopper~dualwaycoaches,http://www.transportforireland.ie/transitData/google_transit_dualway.zip,IE,IE-L,Dublin,"Airport Hopper, Dualway Coaches","o-gc7r-airporthopper, o-gc-dualwaycoaches"
f-drq-freedomcruiseline~ma~us,http://data.trilliumtransit.com/gtfs/freedomcruiseline-ma-us/freedomcruiseline-ma-us.zip,US,US-MA,Cape Cod,Freedom Cruise Line,o-drq-freedomcruiseline
f-c20c-sctd~or~us,http://oregon-gtfs.com/gtfs_data/sctd-or-us/sctd-or-us.zip,US,US-OR,Canby,South Clackamas Transportation District,o-c20c-southclackamastransportationdistrict
f-9px-cooscounty~or~us,http://oregon-gtfs.com/gtfs_data/cooscounty-or-us/cooscounty-or-us.zip,US,US-OR,Coos Bay,Coos County Area Transit,o-9px-cooscountyareatransit
f-gc7x-luas,http://www.transportforireland.ie/transitData/google_transit_luas.zip,IE,IE-L,Dublin,Luas,o-gc7x-luas
f-dr7-nywaterway,https://s3.amazonaws.com/data.bytemark.co/nywaterway/nywaterway.zip,US,US-NY,New York City,NY Waterway,o-dr7-nywaterway
f-9rb-cherriots,http://www.cherriots.org/developer/gtfs.zip,US,US-OR,Salem,Cherriots,o-9rb-cherriots
f-dhx-tri~rail,http://www.tri-rail.com/GTDF/Current/google_transit.zip,US,US-FL,Miami,Tri-Rail,o-dhx-tri~rail
f-9yu-kcata,http://www.kc-metro.com/gtf/google_transit.zip,US,US-MO,Kansas City,Kansas City Area Transportation Authority,o-9yu-kcata
f-dr5-mtanyclirr,http://web.mta.info/developers/data/lirr/google_transit.zip,US,US-NY,New York City,MTA Long Island Rail Road,o-dr5-longislandrailroad
f-dn5bpr-atlanticstationshuttle,http://documents.atlantaregional.com/transitdata/gtfs_Atlantic.zip,US,US-GA,Atlanta,Atlantic Station Shuttle,o-dn5bpr-atlanticstationshuttle
f-dhw-browardcountytransit,http://www.broward.org/bct/google/latest/google_transit.zip,US,US-FL,Fort Lauderdale,Broward County Transit,o-dhw-browardcountytransit
f-spc0-tissÃ©o,https://data.toulouse-metropole.fr/explore/dataset/tisseo-gtfs/files/bd1298f158bc39ed9065e0c17ebb773b/download/,FR,FR-N,Toulouse,TissÃ©o,o-spc0-tissÃ©o
f-ezww-dbus,ftp://ftp.geo.euskadi.net/cartografia/Transporte/Moveuskadi/ATTG/dbus/google_transit.zip,ES,ES-PV,San SebastiÃ¡n,dBUS,o-ezww-dbus
f-spewfv-ulysse,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=MILSAB,FR,FR-13,Martigues,Ulysse,o-s-ulysse
f-9qnx-bullheadareatransit~az~us,http://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,US,US-AZ,Bullhead City,Bullhead Area Transit System,o-9qnx-bullheadareatransitsystem
f-9qbdx-santarosacitybus,ftp://ftp.ci.santa-rosa.ca.us/SantaRosaCityBus/google_transit.zip,US,US-CA,Santa Rosa,CityBus,o-9qbdx-santarosacitybus
f-gc6-locallinkcarlowkilkenny~locallinkcork~locallinkkildare~loc,http://www.transportforireland.ie/transitData/google_transit_locallink.zip,IE,"IE-M, IE-L","Carrick-on-Suir, Fermoy, Naas, New Ross","Local Link - Carlow Kilkenny, Local Link - Cork, Local Link - Kildare, Local Link - Wexford","o-gc69-locallinkcarlowkilkenny, o-gc61-locallinkcork, o-gc7j-locallinkkildare, o-gc75-locallinkwexford"
f-drq-capecodregionaltransitauthorityccrta,http://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,US,US-MA,Cape Cod,Cape Cod Regional Transit Authority,o-drq-capecodregionaltransitauthorityccrta
f-dqf3-shoretransit,http://mdtrip.org/googletransit/shoretransit/google_transit.zip,US,US-MD,Eastern Shore,Shore Transit,o-dqf3-shoretransit
f-gc7w-finneganbray,http://www.transportforireland.ie/transitData/google_transit_finnegans.zip,IE,IE-L,Dublin,Finnegan Bray,o-gc7w-finneganbray
f-u3q-ztmwarszawa~kolejemazowieckie~warszawskakolejdojazdowa,http://otp-pl.tk/feed/ztm/ztm-latest.zip,PL,PL-MZ,Warsaw,"ZarzÄ…d Transportu Miejskiego, Koleje Mazowieckie, Warszawska Kolej Dojazdowa","o-u3q-ztmwarszawa, o-u3q-kolejemazowieckie, o-u3qbu-warszawskakolejdojazdowa"
f-dqfd7-oceancitytransporation,http://mdtrip.org/googletransit/OceanCity/google_transit.zip,US,US-MD,Ocean City,Ocean City Transportation,o-dqfd7-oceancitytransporation
f-r1r1-ptv~11,http://data.ptv.vic.gov.au/downloads/gtfs.zip#11/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-f256-mrcdedeux~montagnes,http://www.amt.qc.ca/xdata/mrc2m/google_transit.zip,CA,CA-QC,Montreal,MRC de Deux-Montagnes,o-f256-mrcdedeux~montagnes
f-9q5-vctc~ca~us,http://data.trilliumtransit.com/gtfs/vctc-ca-us/vctc-ca-us.zip,US,US-CA,Ventura,Ventura County Transportation Commission,o-9q5-venturacountytransportationcommission
f-gc7j-southkildarecommunitytransport,http://www.transportforireland.ie/transitData/google_transit_southkildare.zip,IE,IE-L,Kildare,South Kildare Community Transport,o-gc7j-southkildarecommunitytransport
f-9qh0-anaheim~ca~us,http://data.trilliumtransit.com/gtfs/anaheim-ca-us/anaheim-ca-us.zip,US,US-CA,Los Angeles,Anaheim Resort Transportation,o-9qh0-anaheimresorttransportation
f-u-flixbus,http://data.ndovloket.nl/flixbus/flixbus-eu.zip,DE,DE-BY,,Flixbus,o-u-flixbus
f-gc6-johnkearns,http://www.transportforireland.ie/transitData/google_transit_kearns.zip,IE,IE-L,,John Kearns,o-gc6-johnkearns
f-udt-_Ÿ_µÑ‚_µÑ€_±ÑƒÑ€__ÑÅ_º_¸__~___µÑ‚Ñ€___¿___»_¸Ñ‚_µ__,http://transport.orgp.spb.ru/Portal/transport/internalapi/gtfs/feed.zip,RU,RU-SPE,Saint Petersburg,_Ÿ_µÑ‚_µÑ€_±ÑƒÑ€__ÑÅ_º_¸__ ___µÑ‚Ñ€___¿___»_¸Ñ‚_µ__,o-udt-_Ÿ_µÑ‚_µÑ€_±ÑƒÑ€__ÑÅ_º_¸__~___µÑ‚Ñ€___¿___»_¸Ñ‚_µ__
f-9q9jy-unioncitytransit,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=UC,US,US-CA,San Francisco Bay Area,Union City Transit,o-9q9jy-unioncitytransit
f-eysb-empresamalagueÃ±adetransportes,http://joseflorido.com/emt_fixed.zip,ES,ES-MA,MÃ¡laga,Empresa MalagueÃ±a de Transportes,o-eysb-empresamalagueÃ±adetransportes
f-sp4-consorcidemallorca,https://www.tib.org/documents/30683/96569/ctm-mallorca-es.zip/3d94d08e-b214-62d2-7b8c-ef3bebb9a8c0,ES,ES-IB,Mallorca,Consorci de Mallorca,o-sp4-consorcidemallorca
f-9vg-dallasarearapidtransit,http://www.dart.org/transitdata/latest/google_transit.zip,US,US-TX,Dallas,Dallas Area Rapid Transit,o-9vg-dallasarearapidtransit
f-63h7-sociedaddetransporteslinean5sa~sociedaddetransporteaalema,http://datos.gob.cl/dataset/cef4c471-2837-412b-a78e-1d4c6a261bf9/resource/7887a7e7-9af6-4fc8-b19f-8ff4ea474d1c/download/temuco24nov16.zip,CL,CL-AR,Temuco,"Fesub, Sociedad de Transportes Linea NÂ°5, Sociedad de Transporte A. Alemania - P. Nuevo S.A - LÃ_nea NÂº1, Transportes LÃ_nea NÃºmero Dos Limitada, Transp. P.De Valdivia-P.Las Casas Ltda. NÂº3, Transportes Sta. Rosa Limitada., Taxibuses Numero Seis S.A., Empresa Tobalaba, Mall, CajÃ_n LÃ_nea NÂº7, Empresa de Transportes LÃ_nea NÂº 8 P.L. Casas, Empresa de Transportes de Pasajeros LÃ_nea Nueve, Empresa de Transportes Altamira","o-63h-fesub, o-63h7-sociedaddetransporteslinean5sa, o-63h7-sociedaddetransporteaalemania~pnuevosa~lÃ_neanÂº1, o-63h7-transporteslÃ_neanÃºmerodoslimitada, o-63h7-transppdevaldivia~plascasasltdanÂº3, o-63h7-transportesstarosalimitada, o-63h7-taxibusesnumeroseissa, o-63h7-empresatobalabamallcajÃ_nsalÃ_neanÂº7, o-63h7-empresadetransporteslÃ_neanÂº8plcasassa, o-63h7-edetransportesdepasajeroslÃ_neanuevesa, o-63h7e-empresadetransportesaltamirasa"
f-ue5-linja~karjalaoy~oypohjolanliikenneab~kuopionliikenneoy~jÃ_Ã_,http://dev.hsl.fi/gtfs.waltti/kuopio.zip,FI,FI-15,"NilsiÃ_, Maaninka","Linja-autoliike E Ahonen, Erkki Itkonen Oy","o-ue5z-linja~autoliikeeahonenky, o-ue5r-erkkiitkonenoy"
f-c22-graysharbortransit,http://mjcaction.com/MJC_GTFS_Public/graysharbor_google_transit.zip,US,US-WA,Hoquiam,Grays Harbor Transit,o-c22-graysharbortransit
f-c28-clallamtransitsystem,http://mjcaction.com/MJC_GTFS_Public/clallam_google_transit.zip,US,US-WA,Port Angeles,Clallam Transit System,o-c28-clallamtransitsystem
f-dru-chittendoncounty~vt~us,http://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,US,US-VT,Burlington,"Chittenden County Transporation Authority, Green Mountain Transit Agency","o-drg-chittendencountytransporationauthority, o-dru-greenmountaintransitagency"
f-q-transperth~transalbany~transbunbury~transbusselton~transgera,http://www.transperth.wa.gov.au/TimetablePDFs/GoogleTransit/Production/google_transit.zip,AU,AU-WA,"Karratha, Perth, Albany, Bunbury, Busselton, Geraldton, Goldfields, Carnarvon, Hedland","TransKarratha, Transwa, Transperth, TransAlbany, TransBunbury, TransBusselton, TransGeraldton, TransGoldfields, TransCarnarvon, TransHedland","o-qs74-transkarratha, o-qd-transwa, o-qd6-transperth, o-q9gbf-transalbany, o-qd46-transbunbury, o-qd1b-transbusselton, o-qdcs-transgeraldton, o-qdw-transgoldfields, o-qe8f6-transcarnarvon, o-qskk-transhedland"
f-gce-matthewscoachhire,http://www.transportforireland.ie/transitData/google_transit_matthews.zip,IE,IE-L,Dublin,Matthews Coach Hire,o-gce-matthewscoachhire
f-9qh-omnitrans,http://www.omnitrans.org/google/google_transit.zip,US,US-CA,San Bernardino,OmniTrans,o-9qh-omnitrans
f-dpwh-londontransit,http://www.ltconline.ca/gtfsfeed/google_transit.zip,CA,CA-ON,London,London Transit,o-dpwh-londontransit
f-drs-franklinregionaltransitauthority,http://www.massdot.state.ma.us/Portals/0/docs/developers/frta_google_transit.zip,US,US-MA,Amherst,Franklin Regional Transit Authority,o-drs-franklinregionaltransitauthority
f-udc-lehdonliikenneoy~hÃ_mebusoy~pekolanliikenneoy~mikkolanliike,http://dev.hsl.fi/gtfs.waltti/hameenlinna.zip,FI,FI-06,"HÃ_meenlinna, Hattula","Lehdon Liikenne, HÃ_meBus, Pekolan Liikenne, Mikkolan Liikenne, Vekka Liikenne, Inter Kuljetus, Valkeakosken Liikenne, Ventoniemi, Yhdysliikenne","o-udc6-lehdonliikenneoy, o-udc73-hÃ_mebusoy, o-udc-pekolanliikenneoy, o-udc7-mikkolanliikenneoy, o-udc-vekkaliikenneoy, o-udc-interkuljetusoy, o-udc7-valkeakoskenliikenneoy, o-udc6-ventoniemioy, o-udc6-yhdysliikenneoy"
f-9q9p-ccctaorg,http://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,US,US-CA,San Francisco Bay Area,County Connection,o-9q9p-countyconnection
f-9q611-morrobaytransit,http://mjcaction.com/MJC_GTFS_Public/morrobay_google_transit.zip,US,US-CA,Morro Bay,Morro Bay Transit,o-9q611-morrobaytransit
f-gbp7-carabus~transdevroyanatlantique,https://data.agglo-royan.fr/dataset/9b761974-a195-4e33-91b7-ecee3b368016/resource/144c2734-9d66-4177-904d-a67768f5ee1d/download/carabus-royan-fr20170326.zip,FR,FR-17,Royan,Transdev Royan Atlantique,o-gbp7-carabus~transdevroyanatlantique
f-9vk-metropolitantransitauthorityofharriscounty,http://www.ridemetro.org/Downloads/google_transit.zip,US,US-TX,Houston,Metropolitan Transit Authority of Harris County,o-9vk-metropolitantransitauthorityofharriscounty
f-dr1-rabbittransit,http://www.rabbittransit.org/infopoint/gtfs/google_transit.zip,US,US-PA,York,rabbittransit,o-dr1-rabbittransit
f-9qh45-duartetransit~ca~us,http://data.trilliumtransit.com/gtfs/duartetransit-ca-us/duartetransit-ca-us.zip,US,US-CA,Duarte,Duarte Transit,o-9qh45-duartetransit
f-dpeg-capitalareatransportationauthority,http://developers.cata.org/gtfsdownload.ashx?key=5b4690ed-0a69-4320-897b-7d92def4b96f&data=base,US,US-MI,Lansing,Capital Area Transportation Authority,o-dpeg-capitalareatransportationauthority
f-dqc-stmarystransitsystem,http://mdtrip.org/googletransit/stmarys/google_transit.zip,US,US-MD,,St. Mary's Transit System,o-dqc-stmarystransitsystem
f-63h-sociedaddetransporteslinean5sa~sociedaddetransporteaaleman,http://datos.gob.cl/dataset/cef4c471-2837-412b-a78e-1d4c6a261bf9/resource/7887a7e7-9af6-4fc8-b19f-8ff4ea474d1c/download/temuco24nov16.zip,CL,CL-AR,Temuco,Fesub,o-63h-fesub
f-c283-jamestownsklallam,http://mjcaction.com/MJC_GTFS_Public/sevencedars_google_transit.zip,US,US-WA,Sequim,Jamestown S'klallam,o-c283-jamestownsklallam
f-dpz-gotransit,http://www.gotransit.com/publicroot/gtfs/google_transit.zip,CA,CA-ON,Toronto,GO Transit,o-dpz-gotransit
f-9yreb-jet,http://www.jonesboro.org/DocumentCenter/View/2432,US,US-AR,Jonesboro,Jonesboro Economical Transportation,o-9yreb-jet
f-rhzu-qconnect~transnorth,https://gtfsrt.api.translink.com.au/GTFS/innisfail.zip,AU,AU-QLD,,Trans North Bus & Coach,o-rhzu-qconnect~transnorth
f-u3qc-metrowarszawskie,http://otp-pl.tk/feed/metro/metro-latest.zip,PL,PL-MZ,Warsaw,Metro Warszawskie,o-u3qc-metrowarszawskie
f-dj75-baytowntrolley~fl~us,http://data.trilliumtransit.com/gtfs/baytowntrolley-fl-us/baytowntrolley-fl-us.zip,US,US-FL,Panama City,Bay Town Trolley,o-dj75-baytowntrolley
f-9ruf-mcacs~or~us,http://oregon-gtfs.com/gtfs_data/mcacs-or-us/mcacs-or-us.zip,US,US-OR,Ontario,Malheur Council on Aging & Community Services,o-9ruf-malheurcouncilonaging~communityservices
f-u3h4-mpkautobusy~mpktramwaje~dla~sevibussiechnice~dlawiszniama,http://www.wroclaw.pl/open-data/opendata/rozklady/OtwartyWroclaw_rozklad_jazdy_GTFS.zip,PL,PL-DS,Wroclaw,"MPK Autobusy, MPK Tramwaje, DLA Sevibus Siechnice, DLA Wisznia MaÅ‚a, Sevibus/DLA DÅ‚ugoÅ‚Ä™ka, Sevibus/DLA MiÄ™kinia","o-u3h4-mpkautobusy, o-u3h4-mpktramwaje, o-u3h4-dla~sevibussiechnice, o-u3h55-dlawiszniamaÅ‚a, o-u3h5-sevibus~dladÅ‚ugoÅ‚Ä™ka, o-u35g-sevibus~dlamiÄ™kinia"
f-u0-sncf~tram~train~ter,https://ressources.data.sncf.com/explore/dataset/sncf-tram-train-ter-pdl-gtfs/files/f517d7646d71f8ad65f496835bd569c8/download/,FR,,,SNCF,o-u-sncf
f-dnh-marta,http://www.itsmarta.com/google_transit_feed/google_transit.zip,US,US-GA,Atlanta,Metropolitan Atlanta Rapid Transit Authority,o-dnh-metropolitanatlantarapidtransitauthority
f-9pz-lincolncounty~or~us,http://oregon-gtfs.com/gtfs_data/lincolncounty-or-us/lincolncounty-or-us.zip,US,US-OR,Newport,Lincoln County Transit,o-9pz-lincolncountytransit
f-c29r-bctransit~chilliwacktransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Chilliwack,CA,CA-BC,Chilliwack,BC Transit - Chilliwack Transit System,o-c29r-bctransit~chilliwacktransitsystem
f-spqb-aspoolbia,http://www.sardegnamobilita.it/opendata/dati_aspo.zip,IT,IT-88,Olbia,ASPO Olbia,o-spqb-aspoolbia
f-9qc7-yolobusyolocounty,http://iportal.sacrt.com/GTFS/Yolobus/google_transit.zip,US,US-CA,Yolo County,Yolo County Transportation District,o-9qc7-yolobusyolocounty
f-9qdc-gis4ufresnogov,http://gis4u.fresno.gov/downloads/fax_gtfs.zip,US,US-CA,Fresno,Fresno Area Express,o-9qdc-fresnopublictransportationfax
f-63vt-trans~ohiggins,http://datos.gob.cl/dataset/22cb7071-34f2-46dc-8c2d-dd9b86e9c32f/resource/65b65c20-a4ab-4cca-ba55-d2ef5bbb9605/download/rancagua1feb16.zip,CL,CL-LI,Rancagua,"AsociaciÃ_n Gremial Buses Manzanal, Trans-O'Higgins, Expreso Rancagua, AsociaciÃ_n de taxibuses Isabel Riquelme, Empresa de Transportes Cordillera Limitada., AsociaciÃ_n Gremial de Taxibuses Cachapoal de Rancagua","o-63vtw-asociaciÃ_ngremialbusesmanzanal, o-63vtt-trans~ohiggins, o-63vtw-expresorancagua, o-63vtw-asociaciÃ_ndetaxibusesisabelriquelme, o-63vt-empresadetransportescordilleralimitada, o-63vtt-asociaciongremialdetaxibusescachapoalderancagua"
f-f25d-socitdetransportdemontral,http://www.stm.info/sites/default/files/gtfs/gtfs_stm.zip,CA,CA-QC,Montreal,SociÃ©tÃ© de transport de MontrÃ©al,o-f25d-socitdetransportdemontral
f-9rc-cascadeseast~or~us,http://oregon-gtfs.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,US,US-OR,Bend,Cascades East Transit,o-9rc-cascadeseasttransit
f-ezj-informaciÃ_noficial~consorcioregionaldetransportesdemadrid,http://crtm.maps.arcgis.com/sharing/rest/content/items/885399f83408473c8d815e40c5e702b7/data,ES,ES-MD,Madrid,Autobuses Interurbanos Madrid,o-ezj-informaciÃ_noficial~consorcioregionaldetransportesdemadrid
f-f25g-omitsainte~julie,http://www.rtm.quebec/xdata/omitsju/google_transit.zip,CA,CA-QC,Montreal,OMIT Sainte-Julie,o-f25g-omitsainte~julie
f-dphv-delawareareatransitagency,http://www.ridedata.com/transit/google_transit.zip,US,US-OH,Delaware,Delaware Area Transit Agency,o-dphv-delawareareatransitagency
f-r7ke-qconnect~gympie,https://gtfsrt.api.translink.com.au/GTFS/gympie.zip,AU,AU-QLD,,Polleys Coaches,o-r7ke-qconnect~gympie
f-spe-rtm,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=RTM,FR,FR-13,Marseille,RÃ©gie des Transports MÃ©tropolitains,o-spey-rtm
f-dxfy-halifaxtransit~hrm,http://gtfs.halifax.ca/static/google_transit.zip,CA,CA-NS,Halifax,Halifax Transit,o-dxfy-halifaxtransit~hrm
f-u0j-torino,http://www.gtt.to.it/open_data/gtt_gtfs.zip,IT,IT-21,"Torino, , Turin","GTT servizio extraurbano, GTT Servizio Ferroviario, GTT Servizi Turistici, GTT Servizio Urbano","o-u0j-gttservizioextraurbano, o-u0j-gruppotorinesetrasporti, o-u0j2-gttservizituristici, o-u0j2-gruppotorinesetrasporti"
f-u6x-turunlinja~autoilijainosakeyhtiÃ¶~savonlinjaoy~sl~autolinja,http://data.foli.fi/gtfs/gtfs.zip,FI,FI-19,Turku,"Turun Linja-autoilijain OsakeyhtiÃ¶, Savonlinja/SL-Autolinjat, LS-Liikennelinjat, V-S Bussipalvelut, Turun Kaupunkiliikenne, LÃ_nsilinjat, Vesman Liikenne, J. Vainion Liikenne","o-u6x-turunlinja~autoilijainosakeyhtiÃ¶, o-u6zb-savonlinjaoy~sl~autolinjat, o-u6xz-ls~liikennelinjatoy, o-u6xz-v~sbussipalvelutoy, o-u6xz-turunkaupunkiliikenneoy, o-u6zb-lÃ_nsilinjatoy, o-udb0-vesmanliikenneoy, o-u6x-jvainionliikenneoy"
f-9qc14-americancanyontransit,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=AY,US,US-CA,San Francisco Bay Area,American Canyon Transit,o-9qc14-americancanyontransit
f-tf34-metropolitantransportcorporation,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/blob/master/mtc_chennai.zip?raw=true#mtc_chennai,IN,IN-TN,Chennai,Metropolitan Transport Corporation,o-tf34-metropolitantransportcorporation
f-9qb-smart,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=SA,US,US-CA,San Francisco Bay Area,SMART,o-9qb-smart
f-75cj-fetranspor,http://dadosabertos2.rio.rj.gov.br/dadoaberto/google-transit/google_transit.zip,BR,BR-RJ,Rio De Janeiro,Fetranspor,o-75cj-fetranspor
f-9r4-rtcride,http://www.rtcwashoe.com/googletransit/latest/google_transit.zip,US,US-NV,Reno,Regional Transportation Commission,o-9r4-rtcride
f-c21-hoodriver~or~us,http://oregon-gtfs.com/gtfs_data/hoodriver-or-us/hoodriver-or-us.zip,US,US-OR,Hood River,Columbia Area Transit,o-c21-columbiaareatransit
f-dr7-mtanyc~metro~north,http://web.mta.info/developers/data/mnr/google_transit.zip,US,US-NY,New York City,MTA Metro-North Railroad,o-dr7-metro~northrailroad
f-c2pvx-butte~mt~us,http://data.trilliumtransit.com/gtfs/butte-mt-us/butte-mt-us.zip,US,US-MT,Butte,Butte-Silver Bow,o-c2pvx-butte~silverbow
f-gc3-burkesbus,http://www.transportforireland.ie/transitData/google_transit_burkes.zip,IE,IE-C,Galway,Burkesbus,o-gc3-burkesbus
f-gc3q-lallycoachhire,http://www.transportforireland.ie/transitData/google_transit_lallycoach.zip,IE,IE-C,Galway,Lally Coach Hire,o-gc3q-lallycoachhire
f-9qc-placercountytransit,http://iportal.sacrt.com/gtfs/PCT/20080914/google_transit.zip,US,US-CA,Placer County,Placer County Transit,o-9qc-placercountytransit
f-9q9hy-mountainview,http://data.trilliumtransit.com/gtfs/mountainview-ca-us/mountainview-ca-us.zip,US,US-CA,San Francisco Bay Area,Mountain View Transportation Management Association,o-9q9hy-mvgomountainview
f-spx-toremartoscanaregionalemarittimaspa,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/ad82f56d-7bd9-4695-bc56-4a0e134e09cf/download/toremar.gtfs,IT,IT-52,Tuscany,Toremar Toscana Regionale Marittima,o-spx-toremartoscanaregionalemarittimaspa
f-dr73-tappanzeeexpress,https://s3.amazonaws.com/datatools-nysdot/public/TappanZee_Express.zip,US,US-NY,New York City,TappanZee Express,o-dr73-tappanzeeexpress
f-f85p5-t3transit,http://t3.thebus.ca/gtfs/gtfs.zip,CA,CA-PE,Charlottetown,Trius Transit,o-f85p5-t3transit
f-gc9-farragherinternationaltravelservices,http://www.transportforireland.ie/transitData/google_transit_farragher.zip,IE,IE-C,Galway,Farragher International Travel Services,o-gc9-farragherinternationaltravelservices
f-9qh-metrolinktrains,http://www.metrolinktrains.com/content/google_transit.zip,US,US-CA,Los Angeles,Metrolink,o-9qh-metrolinktrains
f-9q8zm-blue~goldfleet,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=BG,US,US-CA,San Francisco Bay Area,Blue & Gold Fleet,o-9q8zm-blue~goldfleet
f-c28-washingtonstateferries,https://business.wsdot.wa.gov/Transit/csv_files/wsf/google_transit.zip,US,US-WA,,Washington State Ferries,o-c28-washingtonstateferries
f-dp3-pace,http://www.pacebus.com/gtfs/gtfs.zip,US,US-IL,Chicago,Pace Suburban Bus,o-dp3-pace
f-dr79-cttransit~stamford,http://www.cttransit.com/uploads_GTFS/googlestam_transit.zip,US,US-CT,Stamford,CTTransit - Stamford,o-dr79-cttransit~stamford
f-w5q-nakornchiangmaidernroteco~operativeltd,http://www.thaitransit.org/CM/West/west_route.zip,TH,TH-50,Chiang Mai,Nakorn Chiangmai Dernrote Co-Operative,o-w5q-nakornchiangmaidernroteco~operativeltd
f-dr5r-mtabc,http://web.mta.info/developers/data/busco/google_transit.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct
f-f25d-citlerichelain,http://www.rtm.quebec/xdata/citlr/google_transit.zip,CA,CA-QC,MontrÃ©al,CIT Le Richelain,o-f25d-citlerichelain
f-9qc-sanjoaquinrtd,http://sanjoaquinrtd.com/RTD-GTFS/RTD-GTFS.zip,US,US-CA,Stockton,San Joaquin Regional Transit District,o-9qc-sanjoaquinregionaltransitdistrictrtd
f-rbs-gowellington~tranzitcoachlines~paraparaumutaxisltd~kapitic,https://www.metlink.org.nz/assets/Google_Transit/google-transit.zip,NZ,NZ-WGN,"Wellington, Masterton, Paraparaumu","Go Wellington, Tranzit Coachlines, Paraparaumu Taxis Ltd, Kapiti Coach Tours Limited, Runcimans Motors Ltd, Metlink Rail, East By West Ferry, Madge Coachlines Limited, Newlands Coach Services, Valley Flyer, Mana Coach Services Ltd, Wellington Cable Car","o-rbsm-gowellington, o-rbsy-tranzitcoachlines, o-rbsrn-paraparaumutaxisltd, o-rbsq-kapiticoachtourslimited, o-rbsm-runcimansmotorsltd, o-rbs-metlinkrail, o-rbsm-eastbywestferry, o-rbu8-madgecoachlineslimited, o-rbsm3-newlandscoachservices, o-rbsm-valleyflyer, o-rbs-manacoachservicesltd, o-rbsm1h-wellingtoncablecar"
